100
291
1	68	14
2	40	19
3	34	13
4	28	19
5	6	13
6	55	14
7	79	12
8	87	20
9	9	19
10	54	10
11	31	14
12	95	17
13	63	13
14	89	11
15	75	12
16	95	19
17	35	12
18	70	13
19	8	16
20	14	13
21	48	15
22	15	18
23	77	14
24	12	11
25	36	10
26	44	12
27	15	19
28	47	10
29	58	13
30	59	17
31	97	12
32	48	13
33	43	16
34	92	13
35	48	10
36	94	10
37	48	14
38	12	19
39	98	19
40	57	15
41	51	10
42	66	16
43	64	14
44	55	10
45	7	14
46	33	13
47	6	17
48	77	16
49	8	16
50	50	16
51	8	13
52	31	11
53	70	11
54	24	12
55	31	15
56	24	15
57	36	15
58	7	13
59	27	14
60	16	16
61	21	17
62	2	10
63	47	20
64	17	16
65	5	15
66	50	17
67	44	18
68	34	18
69	61	14
70	53	19
71	69	18
72	63	17
73	69	16
74	6	11
75	88	13
76	93	10
77	99	13
78	50	18
79	0	20
80	97	10
81	15	15
82	48	17
83	28	18
84	8	13
85	24	10
86	26	10
87	9	17
88	31	10
89	43	19
90	2	14
91	25	19
92	29	13
93	100	13
94	4	16
95	69	10
96	69	16
97	87	18
98	9	19
99	12	12
100	92	14
