200
889
1	3	12
2	26	15
3	48	12
4	36	14
5	55	19
6	77	12
7	48	11
8	9	19
9	15	16
10	68	11
11	41	16
12	57	14
13	26	15
14	47	11
15	58	12
16	43	11
17	91	19
18	50	13
19	32	15
20	70	16
21	31	19
22	97	16
23	3	13
24	35	16
25	33	16
26	95	15
27	66	14
28	24	11
29	6	15
30	50	16
31	36	16
32	50	10
33	15	15
34	45	13
35	31	19
36	16	15
37	78	11
38	65	12
39	28	20
40	50	14
41	60	14
42	3	18
43	46	14
44	25	20
45	14	18
46	51	12
47	1	12
48	86	14
49	42	13
50	79	10
51	34	13
52	15	10
53	48	20
54	69	20
55	9	13
56	29	10
57	48	10
58	76	19
59	7	11
60	24	11
61	4	13
62	32	14
63	75	16
64	28	17
65	56	10
66	70	11
67	93	19
68	58	17
69	61	20
70	31	16
71	92	18
72	1	17
73	4	16
74	8	12
75	25	10
76	24	16
77	26	17
78	69	20
79	63	19
80	90	19
81	62	13
82	9	13
83	77	16
84	5	12
85	63	12
86	46	16
87	32	17
88	89	17
89	56	14
90	61	13
91	10	12
92	77	17
93	88	14
94	87	16
95	61	19
96	21	11
97	35	13
98	27	19
99	79	17
100	41	17
101	75	16
102	12	18
103	45	15
104	70	11
105	46	14
106	5	15
107	76	14
108	88	19
109	63	16
110	75	16
111	93	13
112	38	10
113	58	11
114	76	13
115	19	14
116	50	10
117	10	15
118	89	14
119	1	11
120	71	11
121	37	14
122	80	15
123	96	13
124	41	18
125	66	16
126	80	12
127	77	17
128	82	13
129	62	15
130	20	12
131	10	16
132	57	15
133	67	13
134	3	13
135	35	16
136	16	18
137	16	11
138	36	19
139	65	18
140	88	19
141	84	16
142	72	14
143	23	19
144	32	13
145	67	17
146	74	18
147	12	18
148	64	13
149	43	14
150	62	16
151	85	14
152	29	11
153	18	15
154	84	16
155	22	12
156	24	18
157	32	18
158	31	12
159	65	11
160	18	16
161	47	15
162	57	19
163	82	11
164	38	16
165	32	15
166	50	11
167	75	15
168	98	18
169	58	17
170	62	20
171	43	18
172	40	11
173	56	15
174	97	18
175	89	18
176	11	18
177	18	17
178	94	11
179	97	16
180	76	17
181	73	15
182	63	15
183	49	17
184	38	13
185	6	17
186	28	16
187	2	14
188	69	11
189	82	16
190	39	12
191	86	15
192	57	12
193	95	12
194	94	12
195	43	15
196	19	19
197	14	14
198	38	12
199	57	18
200	76	17
